x,y,z
1480,50,"698
"
1480,41,"698
"
1480,41,"698
"
1480,29,"698
"
1479,39,"698
"
1479,48,"698
"
1479,33,"698
"
1479,38,"698
"
1479,36,"698
"
1478,41,"698
"
1478,41,"698
"
1478,33,"698
"
1478,37,"698
"
1478,33,"698
"
1478,39,"698
"
1478,35,"698
"
1477,33,"698
"
1477,42,"698
"
1477,29,"698
"
1476,47,"698
"
1476,43,"698
"
1476,39,"698
"
1476,30,"699
"
1476,47,"699
"
1476,42,"699
"
1475,37,"699
"
1475,36,"699
"
1461,498,"699
"
1459,93,"699
"
1459,51,"699
"
1459,42,"699
"
1458,37,"699
"
1458,41,"699
"
1458,41,"699
"
1458,40,"700
"
1458,36,"700
"
1457,43,"700
"
1457,32,"700
"
1457,44,"700
"
1457,35,"700
"
1457,33,"700
"
1457,45,"700
"
1456,40,"700
"
1456,49,"700
"
1456,40,"700
"
1456,31,"700
"
1455,40,"700
"
1455,48,"700
"
1455,42,"700
"
1454,39,"700
"
1454,38,"700
"
1454,42,"700
"
1454,41,"700
"
1453,39,"700
"
1453,45,"700
"
1453,34,"700
"
1453,42,"700
"
1453,38,"700
"
1453,34,"700
"
1452,43,"701
"
1452,42,"701
"
1452,36,"701
"
1452,39,"701
"
1451,34,"701
"
1451,47,"701
"
1451,43,"701
"
1451,38,"701
"
1451,41,"701
"
1450,38,"701
"
1450,44,"701
"
1450,37,"701
"
1449,37,"701
"
1449,45,"701
"
1449,31,"701
"
1449,34,"701
"
1449,33,"701
"
1449,31,"701
"
1448,45,"701
"
1448,43,"701
"
1448,30,"701
"
1448,40,"701
"
1448,39,"701
"
1448,37,"701
"
1447,42,"701
"
1447,36,"701
"
1447,42,"702
"
1447,41,"702
"
1447,39,"702
"
1447,36,"702
"
1446,39,"702
"
1446,46,"702
"
1445,42,"702
"
1445,39,"702
"
1445,41,"702
"
1445,43,"702
"
1444,44,"702
"
1444,39,"702
"
1444,31,"702
"
1444,40,"702
"
1444,35,"702
"
1444,42,"702
"
1443,42,"702
"
1443,43,"702
"
1443,44,"702
"
1443,35,"702
"
1442,39,"702
"
1442,48,"702
"
1441,39,"702
"
1441,44,"702
"
1441,38,"702
"
1441,36,"703
"
1441,37,"703
"
1440,31,"703
"
1440,45,"703
"
1439,45,"703
"
1439,33,"703
"
1439,48,"703
"
1439,40,"703
"
1438,35,"703
"
1438,48,"703
"
1438,32,"703
"
1438,37,"703
"
1438,38,"703
"
1438,34,"703
"
1438,35,"703
"
1437,41,"703
"
1437,43,"703
"
1437,40,"703
"
1437,38,"703
"
1437,39,"703
"
1437,38,"703
"
1436,41,"703
"
1436,31,"703
"
1436,34,"703
"
1436,36,"703
"
1436,40,"703
"
1436,39,"704
"
1435,36,"704
"
1435,43,"704
"
1435,30,"704
"
1435,43,"704
"
1435,45,"704
"
1435,38,"704
"
1435,35,"704
"
1434,38,"704
"
1434,48,"704
"
1434,41,"704
"
1434,35,"704
"
1434,42,"704
"
1434,35,"704
"
1433,46,"704
"
1433,42,"704
"
1433,30,"704
"
1433,36,"704
"
1433,43,"704
"
1433,35,"704
"
1432,42,"704
"
1432,42,"704
"
1432,34,"704
"
1432,41,"704
"
1432,32,"704
"
1432,35,"704
"
1432,38,"705
"
1432,38,"705
"
1432,39,"705
"
1431,37,"705
"
1431,46,"705
"
1431,35,"705
"
1431,38,"705
"
1431,40,"705
"
1431,36,"705
"
1431,29,"705
"
1431,41,"705
"
1430,39,"705
"
1430,45,"705
"
1430,36,"705
"
1430,33,"705
"
1430,34,"705
"
1430,31,"705
"
1430,32,"705
"
1430,36,"705
"
1429,41,"705
"
1429,40,"705
"
1429,41,"705
"
1429,30,"705
"
1429,33,"705
"
1429,44,"705
"
1429,40,"705
"
1429,42,"705
"
1429,37,"706
"
1428,41,"706
"
1428,49,"706
"
1428,41,"706
"
1428,40,"706
"
1427,38,"706
"
1427,36,"706
"
1427,42,"706
"
1427,34,"706
"
1427,36,"706
"
1427,44,"706
"
1426,36,"706
"
1426,48,"706
"
1426,35,"706
"
1426,34,"706
"
1426,43,"706
"
1426,41,"706
"
1426,38,"706
"
1425,42,"706
"
1425,40,"706
"
1425,39,"706
"
1425,46,"706
"
1425,36,"706
"
1425,41,"706
"
1424,35,"706
"
1424,42,"707
"
1424,41,"707
"
1423,36,"707
"
1423,43,"707
"
1422,46,"707
"
1422,34,"707
"
1422,46,"707
"
1422,36,"707
"
1421,39,"707
"
1421,49,"707
"
1421,38,"707
"
1421,31,"707
"
1421,33,"707
"
1421,41,"707
"
1421,34,"707
"
1421,33,"707
"
1420,34,"707
"
1420,48,"707
"
1420,31,"707
"
1420,39,"707
"
1420,43,"707
"
1420,41,"707
"
1420,36,"707
"
1419,37,"707
"
1419,43,"707
"
1419,41,"708
"
1419,40,"708
"
1418,39,"708
"
1418,39,"708
"
1418,43,"708
"
1417,41,"708
"
1417,45,"708
"
1417,33,"708
"
1416,42,"708
"
1416,48,"708
"
1416,39,"708
"
1416,38,"708
"
1415,43,"708
"
1415,40,"708
"
1415,36,"708
"
1415,34,"708
"
1415,33,"708
"
1415,37,"708
"
1415,30,"708
"
1415,36,"708
"
1415,40,"708
"
1415,36,"708
"
1415,39,"708
"
1415,37,"708
"
1415,38,"708
"
1415,32,"708
"
1415,36,"708
"
1415,35,"709
"
1414,41,"709
"
1414,47,"709
"
1414,36,"709
"
1413,45,"709
"
1413,46,"709
"
1412,39,"709
"
1412,42,"709
"
1412,38,"709
"
1412,36,"709
"
1411,44,"709
"
1411,46,"709
"
1411,36,"709
"
1411,29,"709
"
1410,38,"709
"
1410,50,"709
"
1410,39,"709
"
1410,38,"709
"
1409,40,"709
"
1409,45,"709
"
1409,31,"709
"
1409,39,"709
"
1409,37,"709
"
1409,38,"709
"
1408,43,"709
"
1408,40,"710
"
1408,36,"710
"
1408,39,"710
"
1408,37,"710
"
1408,35,"710
"
1408,34,"710
"
1408,42,"710
"
1408,36,"710
"
1408,35,"710
"
1407,35,"710
"
1407,42,"710
"
1407,39,"710
"
1407,35,"710
"
1406,41,"710
"
1406,43,"710
"
1406,40,"710
"
1406,39,"710
"
1405,38,"710
"
1405,37,"710
"
1405,33,"710
"
1405,36,"710
"
1405,41,"710
"
1405,42,"710
"
1405,41,"710
"
1404,40,"710
"
1404,39,"710
"
1404,41,"711
"
1404,38,"711
"
1404,38,"711
"
1404,38,"711
"
1403,42,"711
"
1403,50,"711
"
1403,40,"711
"
1403,39,"711
"
1403,35,"711
"
1402,37,"711
"
1402,47,"711
"
1402,33,"711
"
1402,36,"711
"
1401,42,"711
"
1401,38,"711
"
1401,33,"711
"
1401,30,"711
"
1401,34,"711
"
1401,36,"711
"
1401,40,"711
"
1401,38,"711
"
1400,42,"711
"
1400,39,"711
"
1400,36,"711
"
1400,43,"711
"
1400,40,"711
"
1400,41,"712
"
1399,39,"712
"
1399,40,"712
"
1399,30,"712
"
1399,41,"712
"
1399,34,"712
"
1399,40,"712
"
1399,37,"712
"
1399,33,"712
"
1398,43,"712
"
1398,39,"712
"
1398,31,"712
"
1398,46,"712
"
1397,34,"712
"
1397,48,"712
"
1397,30,"712
"
1397,34,"712
"
1397,41,"712
"
1397,39,"712
"
1397,36,"712
"
1396,41,"712
"
1396,42,"712
"
1396,40,"712
"
1396,42,"712
"
1396,36,"712
"
1396,39,"712
"
1395,39,"713
"
1395,42,"713
"
1395,38,"713
"
1395,31,"713
"
1394,41,"713
"
1394,41,"713
"
1394,39,"713
"
1394,41,"713
"
1393,35,"713
"
1393,45,"713
"
1393,38,"713
"
1393,34,"713
"
1393,43,"713
"
1393,36,"713
"
1393,34,"713
"
1393,34,"713
"
1393,32,"713
"
1393,33,"713
"
1393,30,"713
"
1392,34,"713
"
1392,45,"713
"
1392,32,"713
"
1392,31,"713
"
1391,44,"713
"
1391,35,"713
"
1391,40,"713
"
1391,44,"713
"
1391,41,"714
"
1391,39,"714
"
1391,41,"714
"
1390,40,"714
"
1390,43,"714
"
1390,39,"714
"
1390,30,"714
"
1389,45,"714
"
1389,42,"714
"
1389,40,"714
"
1389,39,"714
"
1389,33,"714
"
1389,38,"714
"
1388,37,"714
"
1388,39,"714
"
1388,43,"714
"
1387,42,"714
"
1387,48,"714
"
1387,40,"714
"
1387,39,"714
"
1386,38,"714
"
1386,39,"714
"
1386,41,"714
"
1386,39,"714
"
1386,38,"714
"
1386,35,"715
"
1386,34,"715
"
1385,40,"715
"
1385,40,"715
"
1385,41,"715
"
1385,41,"715
"
1385,37,"715
"
1384,30,"715
"
1384,42,"715
"
1384,836743,"1552
"
1384,23,"1552
"
1384,35,"1552
"
1384,40,"1552
"
1384,35,"1552
"
